Item No,Location,Brand,Type/Material,Style,Pattern,Size,Group,Color,Procurement Price,Cost Price,Base Rate (Without Tax),Discount Percentage,base_rate_discount,GST %,MRP Price (With Tax),Stock opening date,Stock closing date,Quantity available,Quantity sold
4427,Salem,Arrow,Polyester,Bootcut,Stripes,M,Autumn,Black,1017.79,1139.9248,1823.87968,45,1003.13,14,1143.57,14-Dec-23,12-Apr-24,991,743
4428,Trichy,Celio,Wool,Jogger,Stripes,XXL,Autumn,Green,3703.91,4148.3792,6637.40672,50,3318.7,16,3849.69,02-Sep-23,31-Dec-23,861,646
4429,Salem,Celio,Wool,Bootcut,Stonewashed,L,Winter,Black,1017.87,1140.0144,1824.02304,5,1732.82,16,2010.07,17-Sep-23,15-Jan-24,812,609
4430,Coimbatore,Celio,Denim,Formal,Stonewashed,XXL,Autumn,Green,2493.98,2793.2576,4469.21216,15,3798.83,15,4368.65,12-Jan-24,11-May-24,156,117
4431,Madurai,Celio,Denim,Jogger,Solid,XXL,Spring,Blue,938.17,1050.7504,1681.20064,10,1513.08,14,1724.91,03-Mar-24,01-Jul-24,91,68
4432,Salem,Polo,Polyester,Bootcut,Stonewashed,L,Autumn,Green,3899.78,4367.7536,6988.40576,40,4193.04,12,4696.2,11-Nov-23,10-Mar-24,63,47
4433,Madurai,Allen Solly,Wool,Jogger,Stonewashed,S,Autumn,Red,2869.5,3213.84,5142.144,45,2828.18,16,3280.69,06-Jun-24,04-Oct-24,165,124
4434,T.Nagar,Polo,Wool,Jogger,Plain,L,Spring,Grey,3369.15,3773.448,6037.5168,5,5735.64,14,6538.63,05-Dec-23,03-Apr-24,75,56
4435,Coimbatore,Polo,Linen,Casual,Solid,XL,Spring,Black,3782.51,4236.4112,6778.25792,20,5422.61,12,6073.32,20-Mar-24,18-Jul-24,968,726
4436,Salem,Allen Solly,Linen,Slim,Stonewashed,XXL,Winter,Grey,2160.81,2420.1072,3872.17152,25,2904.13,16,3368.79,21-Mar-24,19-Jul-24,190,142
4437,Coimbatore,Allen Solly,Wool,Slim,Solid,S,Summer,Green,952.25,1066.52,1706.432,50,853.22,14,972.67,06-Jan-24,05-May-24,949,712
4438,Salem,Zara,Linen,Slim,Stripes,S,Spring,Grey,977.47,1094.7664,1751.62624,50,875.81,14,998.42,29-Nov-23,28-Mar-24,501,376
4439,Madurai,Arrow,Denim,Casual,Plain,L,Winter,Blue,3616.34,4050.3008,6480.48128,50,3240.24,15,3726.28,06-May-24,03-Sep-24,275,206
4440,Coimbatore,Polo,Polyester,Jogger,Plain,XL,Spring,Green,2601.98,2914.2176,4662.74816,15,3963.34,18,4676.74,30-Oct-23,27-Feb-24,741,556
4441,Chrompet,Zara,Wool,Casual,Stripes,L,Winter,Grey,3889.24,4355.9488,6969.51808,30,4878.66,18,5756.82,04-Dec-23,02-Apr-24,463,347
4442,Chrompet,Arrow,Denim,Bootcut,Solid,L,Spring,Black,3481.67,3899.4704,6239.15264,35,4055.45,16,4704.32,22-Jul-24,19-Nov-24,889,667
4443,Salem,Allen Solly,,Slim,Stripes,XXL,Winter,Blue,2342.85,2623.992,4198.3872,10,3778.55,15,4345.33,27-Apr-24,25-Aug-24,685,514
4444,Chrompet,Allen Solly,Denim,Bootcut,Plain,S,Autumn,Green,2405.58,2694.2496,4310.79936,45,2370.94,14,2702.87,10-Jun-24,08-Oct-24,769,577
4445,Madurai,Polo,Linen,Slim,Plain,XL,Spring,Black,1148.88,1286.7456,2058.79296,20,1647.03,16,1910.55,18-Sep-23,16-Jan-24,152,114
4446,Trichy,Allen Solly,Polyester,Bootcut,Plain,XXL,Summer,Black,1251.65,1401.848,2242.9568,20,1794.37,15,2063.53,16-Oct-23,13-Feb-24,215,161
4447,Madurai,Polo,,Casual,Stonewashed,L,Autumn,Red,2737.06,3065.5072,4904.81152,35,3188.13,16,3698.23,05-Aug-23,03-Dec-23,883,662
4448,Madurai,Polo,Cotton,Jogger,Plain,XL,Summer,Green,2143.81,2401.0672,3841.70752,30,2689.2,14,3065.69,01-Dec-23,30-Mar-24,744,558
4449,Trichy,Celio,Wool,Formal,Stonewashed,S,Summer,Black,2243.24,2512.4288,4019.88608,35,2612.93,12,2926.48,24-May-24,21-Sep-24,251,188
4450,Salem,Celio,Cotton,Jogger,Solid,S,Spring,Black,3717.06,4163.1072,6660.97152,25,4995.73,15,5745.09,28-Dec-23,26-Apr-24,507,380
4451,Salem,Celio,Polyester,Formal,Stonewashed,L,Winter,Green,2485.98,2784.2976,4454.87616,20,3563.9,12,3991.57,17-Sep-23,15-Jan-24,798,598
4452,Coimbatore,Zara,Polyester,Slim,Washed,S,Summer,Red,839.8,940.576,1504.9216,15,1279.18,18,1509.43,11-Jun-24,09-Oct-24,493,370
4453,Chrompet,Polo,,Bootcut,Solid,L,Autumn,Green,3211.94,3597.3728,5755.79648,10,5180.22,15,5957.25,14-May-24,11-Sep-24,306,230
4454,Coimbatore,Tommy Hilfiger,Cotton,Formal,Plain,XL,Autumn,Black,1073.42,1202.2304,1923.56864,20,1538.85,16,1785.07,03-Nov-23,02-Mar-24,54,40
4455,Trichy,Celio,Wool,Formal,Stripes,M,Summer,Blue,2396.99,2684.6288,4295.40608,5,4080.64,16,4733.54,21-May-24,18-Sep-24,938,704
4456,Chrompet,Allen Solly,Linen,Bootcut,Washed,L,Spring,Blue,3598.39,4030.1968,6448.31488,5,6125.9,18,7228.56,03-Feb-24,02-Jun-24,846,634
4457,T.Nagar,Polo,Polyester,Bootcut,Washed,XL,Spring,Blue,2360.6,2643.872,4230.1952,30,2961.14,14,3375.7,19-Sep-23,17-Jan-24,380,285
4458,Trichy,Polo,Denim,Jogger,Stripes,M,Spring,Grey,3210.85,3596.152,5753.8432,40,3452.31,14,3935.63,27-Apr-24,25-Aug-24,851,638
4459,Trichy,Polo,Denim,Jogger,Solid,L,Spring,Blue,3296.07,3691.5984,5906.55744,10,5315.9,16,6166.44,21-Sep-23,19-Jan-24,146,110
4460,T.Nagar,Polo,Linen,Jogger,Stonewashed,XL,Summer,Red,1816.12,2034.0544,3254.48704,40,1952.69,16,2265.12,27-Feb-24,26-Jun-24,312,234
4461,Salem,Zara,Cotton,Bootcut,Solid,XL,Winter,Grey,2976.8,3334.016,5334.4256,0,5334.43,15,6134.59,24-Aug-23,22-Dec-23,820,615
4462,Chrompet,Allen Solly,Cotton,Casual,Washed,S,Autumn,Blue,3213.22,3598.8064,5758.09024,25,4318.57,12,4836.8,03-Mar-24,01-Jul-24,397,298
4463,Salem,Celio,Cotton,Formal,Stonewashed,XL,Autumn,Black,2485.52,2783.7824,4454.05184,10,4008.65,16,4650.03,04-Jun-24,02-Oct-24,356,267
4464,Trichy,Allen Solly,Denim,Bootcut,Washed,XL,Winter,Grey,3689.07,4131.7584,6610.81344,50,3305.41,15,3801.22,15-Oct-23,12-Feb-24,521,391
4465,Trichy,Allen Solly,Denim,Formal,Plain,XXL,Spring,Black,2084.63,2334.7856,3735.65696,15,3175.31,14,3619.85,02-Mar-24,30-Jun-24,491,368
4466,Salem,Celio,Cotton,Jogger,Stripes,L,Autumn,Black,726.09,813.2208,1301.15328,40,780.69,18,921.21,06-Jul-24,03-Nov-24,240,180
4467,Trichy,Celio,,Jogger,Washed,S,Autumn,Grey,1188.53,1331.1536,2129.84576,35,1384.4,12,1550.53,20-May-24,17-Sep-24,369,277
4468,Salem,Allen Solly,Linen,Casual,Solid,S,Summer,Black,2954.71,3309.2752,5294.84032,35,3441.65,12,3854.65,15-Sep-23,13-Jan-24,148,111
4469,Trichy,Celio,Wool,Jogger,Stonewashed,M,Spring,Green,3250.21,3640.2352,5824.37632,35,3785.84,14,4315.86,16-Dec-23,14-Apr-24,516,387
4470,Trichy,Arrow,Wool,Jogger,Stripes,M,Summer,Black,1674.5,1875.44,3000.704,30,2100.49,16,2436.57,13-Aug-23,11-Dec-23,911,683
4471,T.Nagar,Zara,Cotton,Casual,Plain,M,Winter,Red,3116.85,3490.872,5585.3952,25,4189.05,14,4775.52,08-Apr-24,06-Aug-24,146,110
4472,Salem,Allen Solly,Cotton,Casual,Plain,L,Winter,Blue,3405.26,3813.8912,6102.22592,25,4576.67,14,5217.4,12-Mar-24,10-Jul-24,91,68
4473,Chrompet,Arrow,Linen,Bootcut,Stripes,L,Summer,Blue,1066.79,1194.8048,1911.68768,35,1242.6,16,1441.42,02-Jun-24,30-Sep-24,680,510
4474,Madurai,Tommy Hilfiger,Polyester,Formal,Stonewashed,L,Summer,Green,2985.1,3343.312,5349.2992,25,4011.97,12,4493.41,25-May-24,22-Sep-24,741,556
4475,T.Nagar,Celio,Denim,Jogger,Stonewashed,M,Winter,Red,1607.21,1800.0752,2880.12032,30,2016.08,15,2318.49,16-Nov-23,15-Mar-24,920,690
4476,Madurai,Zara,Wool,Bootcut,Plain,L,Autumn,Black,2965.93,3321.8416,5314.94656,20,4251.96,16,4932.27,26-Nov-23,25-Mar-24,170,128
4477,Madurai,Polo,,Formal,Solid,XXL,Winter,Blue,3804.36,4260.8832,6817.41312,25,5113.06,18,6033.41,23-Mar-24,21-Jul-24,238,178
4478,Coimbatore,Allen Solly,Cotton,Formal,Stripes,M,Spring,Green,1962.8,2198.336,3517.3376,45,1934.54,18,2282.76,25-Oct-23,22-Feb-24,168,126
4479,Coimbatore,Celio,Wool,Slim,Plain,M,Spring,Grey,1177.37,1318.6544,2109.84704,10,1898.86,14,2164.7,25-Jan-24,24-May-24,599,449
4480,Coimbatore,Polo,Cotton,Slim,Plain,L,Spring,Green,1858.78,2081.8336,3330.93376,45,1832.01,14,2088.49,21-Apr-24,19-Aug-24,342,256
4481,Trichy,Allen Solly,Polyester,Jogger,Plain,XL,Autumn,Green,2908.78,3257.8336,5212.53376,20,4170.03,16,4837.23,04-Feb-24,03-Jun-24,234,176
4482,Coimbatore,Tommy Hilfiger,Linen,Casual,Solid,S,Summer,Red,3330.19,3729.8128,5967.70048,50,2983.85,14,3401.59,21-Jul-24,18-Nov-24,881,661
4483,Chrompet,Polo,Cotton,Slim,Stripes,M,Winter,Red,3149.42,3527.3504,5643.76064,30,3950.63,14,4503.72,06-Mar-24,04-Jul-24,858,644
4484,Coimbatore,Zara,Cotton,Slim,Plain,L,Winter,Blue,2047.78,2293.5136,3669.62176,30,2568.74,15,2954.05,10-Dec-23,08-Apr-24,637,478
4485,Salem,Allen Solly,Linen,Formal,Stonewashed,XXL,Winter,Red,3699.07,4142.9584,6628.73344,5,6297.3,18,7430.81,09-Jan-24,08-May-24,896,672
4486,Trichy,Celio,Cotton,Formal,Stonewashed,XXL,Winter,Red,2966.28,3322.2336,5315.57376,20,4252.46,12,4762.76,02-Jan-24,01-May-24,854,640
4487,Trichy,Zara,Linen,Bootcut,Solid,M,Spring,Blue,2936.28,3288.6336,5261.81376,5,4998.72,16,5798.52,02-Jul-24,30-Oct-24,717,538
4488,Chrompet,Celio,Denim,Slim,Stonewashed,XXL,Spring,Green,2697.14,3020.7968,4833.27488,10,4349.95,16,5045.94,19-Feb-24,18-Jun-24,875,656
4489,T.Nagar,Tommy Hilfiger,Cotton,Bootcut,Stripes,XXL,Winter,Black,2363.32,2646.9184,4235.06944,40,2541.04,15,2922.2,13-May-24,10-Sep-24,369,277
4490,Chrompet,Zara,,Slim,Plain,XXL,Spring,Green,2439.61,2732.3632,4371.78112,20,3497.42,15,4022.03,18-Sep-23,16-Jan-24,189,142
4491,Coimbatore,Celio,Wool,Jogger,Plain,M,Spring,Grey,750.93,841.0416,1345.66656,35,874.68,15,1005.88,29-Jan-24,28-May-24,140,105
4492,Madurai,Polo,Denim,Jogger,Washed,M,Winter,Grey,2588.53,2899.1536,4638.64576,40,2783.19,15,3200.67,13-Dec-23,11-Apr-24,459,344
4493,T.Nagar,Allen Solly,Denim,Slim,Plain,L,Summer,Grey,3379.37,3784.8944,6055.83104,5,5753.04,18,6788.59,27-Mar-24,25-Jul-24,814,610
4494,Chrompet,Tommy Hilfiger,Wool,Jogger,Stonewashed,L,Spring,Black,3312.03,3709.4736,5935.15776,40,3561.09,16,4130.86,17-Jun-24,15-Oct-24,901,676
4495,Coimbatore,Polo,Cotton,Jogger,Solid,XL,Spring,Green,1173.33,1314.1296,2102.60736,20,1682.09,15,1934.4,11-Sep-23,09-Jan-24,154,116
4496,Madurai,Zara,Cotton,Jogger,Plain,M,Summer,Green,1861.74,2085.1488,3336.23808,30,2335.37,18,2755.74,30-Aug-23,28-Dec-23,762,572
4497,Salem,Allen Solly,Denim,Formal,Plain,M,Summer,Black,1428.19,1599.5728,2559.31648,40,1535.59,18,1812,04-Oct-23,01-Feb-24,384,288
4498,Madurai,Zara,,Slim,Stonewashed,M,Autumn,Grey,1651.4,1849.568,2959.3088,30,2071.52,12,2320.1,02-Sep-23,31-Dec-23,234,176
4499,Salem,Zara,Linen,Formal,Stripes,XL,Summer,Red,1288.34,1442.9408,2308.70528,50,1154.35,12,1292.87,21-Apr-24,19-Aug-24,515,386
4500,Salem,Celio,Linen,Bootcut,Plain,XL,Spring,Blue,1253.1,1403.472,2245.5552,25,1684.17,18,1987.32,02-May-24,30-Aug-24,491,368
4501,T.Nagar,Celio,Linen,Formal,Plain,XXL,Summer,Red,1988.41,2227.0192,3563.23072,5,3385.07,16,3926.68,19-Mar-24,17-Jul-24,414,310
4502,Trichy,Arrow,Linen,Slim,Washed,L,Spring,Grey,1379.37,1544.8944,2471.83104,0,2471.83,18,2916.76,30-Apr-24,28-Aug-24,993,745
4503,Coimbatore,Polo,,Slim,Stripes,S,Spring,Grey,2428.35,2719.752,4351.6032,25,3263.7,16,3785.89,05-May-24,02-Sep-24,710,532
4504,Coimbatore,Tommy Hilfiger,Polyester,Bootcut,Stonewashed,XXL,Winter,Red,1846.35,2067.912,3308.6592,30,2316.06,14,2640.31,30-Jul-24,27-Nov-24,909,682
4505,Coimbatore,Tommy Hilfiger,Denim,Casual,Plain,L,Autumn,Blue,2109.51,2362.6512,3780.24192,0,3780.24,16,4385.08,19-Mar-24,17-Jul-24,502,376
4506,Salem,Polo,Polyester,Slim,Plain,M,Autumn,Blue,659.54,738.6848,1181.89568,15,1004.61,14,1145.26,16-Mar-24,14-Jul-24,231,173
4507,Coimbatore,Polo,Cotton,Bootcut,Stripes,S,Spring,Black,3256.43,3647.2016,5835.52256,15,4960.19,14,5654.62,10-Feb-24,09-Jun-24,722,542
4508,T.Nagar,Zara,Denim,Casual,Stonewashed,L,Winter,Red,2995.85,3355.352,5368.5632,0,5368.56,15,6173.84,25-Feb-24,24-Jun-24,110,82
4509,Salem,Arrow,Linen,Slim,Washed,XL,Spring,Grey,1821.82,2040.4384,3264.70144,10,2938.23,12,3290.82,06-Mar-24,04-Jul-24,170,128
4510,Chrompet,Tommy Hilfiger,Cotton,Formal,Solid,XL,Summer,Grey,2124.31,2379.2272,3806.76352,15,3235.75,15,3721.11,09-Jun-24,07-Oct-24,464,348
4511,Trichy,Tommy Hilfiger,,Casual,Stonewashed,XL,Spring,Black,1562.48,1749.9776,2799.96416,10,2519.97,14,2872.77,25-Apr-24,23-Aug-24,881,661
4512,T.Nagar,Zara,Polyester,Casual,Washed,S,Autumn,Green,3179.34,3560.8608,5697.37728,50,2848.69,14,3247.51,09-Dec-23,07-Apr-24,825,619
4513,Salem,Celio,Denim,Formal,Solid,XL,Summer,Red,1539.46,1724.1952,2758.71232,0,2758.71,14,3144.93,07-Sep-23,05-Jan-24,344,258
4514,Salem,Celio,,Formal,Plain,XL,Autumn,Red,1738.26,1946.8512,3114.96192,0,3114.96,12,3488.76,03-Jun-24,01-Oct-24,587,440
4515,Trichy,Arrow,Polyester,Slim,Solid,XL,Winter,Blue,1440.31,1613.1472,2581.03552,10,2322.93,18,2741.06,01-Dec-23,30-Mar-24,325,244
4516,Coimbatore,Polo,,Slim,Stonewashed,XL,Winter,Green,3670.84,4111.3408,6578.14528,40,3946.89,12,4420.52,26-Oct-23,23-Feb-24,866,650
4517,Salem,Celio,Wool,Slim,Plain,M,Spring,Red,716.9,802.928,1284.6848,45,706.58,18,833.76,10-Jan-24,09-May-24,803,602
4518,Trichy,Polo,Wool,Jogger,Solid,XL,Summer,Green,3636.2,4072.544,6516.0704,15,5538.66,18,6535.62,09-May-24,06-Sep-24,432,324
4519,T.Nagar,Arrow,Polyester,Slim,Stonewashed,S,Spring,Blue,1810.35,2027.592,3244.1472,5,3081.94,15,3544.23,18-Apr-24,16-Aug-24,728,546
4520,T.Nagar,Celio,Polyester,Jogger,Solid,XL,Autumn,Black,1614.82,1808.5984,2893.75744,10,2604.38,12,2916.91,19-Dec-23,17-Apr-24,916,687
4521,Coimbatore,Allen Solly,,Bootcut,Stripes,S,Summer,Black,1264.63,1416.3856,2266.21696,5,2152.91,15,2475.85,03-Mar-24,01-Jul-24,579,434
4522,Chrompet,Allen Solly,Denim,Formal,Plain,S,Summer,Blue,730.72,818.4064,1309.45024,20,1047.56,12,1173.27,21-Oct-23,18-Feb-24,700,525
4523,Coimbatore,Allen Solly,Cotton,Casual,Washed,S,Summer,Grey,967.46,1083.5552,1733.68832,10,1560.32,16,1809.97,22-Jun-24,20-Oct-24,597,448
4524,Chrompet,Zara,Linen,Slim,Washed,M,Autumn,Green,2851.57,3193.7584,5110.01344,15,4343.51,15,4995.04,18-Jan-24,17-May-24,852,639
4525,T.Nagar,Celio,Cotton,Jogger,Stripes,S,Autumn,Black,3280.52,3674.1824,5878.69184,0,5878.69,18,6936.85,08-Feb-24,07-Jun-24,946,710
4526,Trichy,Zara,,Bootcut,Stonewashed,L,Autumn,Blue,3064.54,3432.2848,5491.65568,15,4667.91,15,5368.1,17-Sep-23,15-Jan-24,459,344
4527,Coimbatore,Polo,Denim,Jogger,Stripes,XL,Autumn,Red,3942,4415.04,7064.064,15,6004.45,15,6905.12,19-Jan-24,18-May-24,766,574
4528,Coimbatore,Tommy Hilfiger,Cotton,Slim,Solid,XXL,Spring,Green,1981.42,2219.1904,3550.70464,0,3550.7,12,3976.78,05-Oct-23,02-Feb-24,240,180
4529,Trichy,Celio,Denim,Formal,Plain,XL,Summer,Black,2132.47,2388.3664,3821.38624,10,3439.25,16,3989.53,17-Oct-23,14-Feb-24,977,733
4530,Chrompet,Zara,Wool,Casual,Stonewashed,L,Winter,Green,3959.58,4434.7296,7095.56736,45,3902.56,14,4448.92,22-Nov-23,21-Mar-24,879,659
4531,Salem,Celio,Linen,Slim,Stripes,XXL,Spring,Black,2269.49,2541.8288,4066.92608,30,2846.85,12,3188.47,25-Sep-23,23-Jan-24,655,491
4532,Madurai,Zara,Polyester,Bootcut,Stripes,S,Winter,Grey,3314.59,3712.3408,5939.74528,10,5345.77,16,6201.09,25-Apr-24,23-Aug-24,768,576
4533,Coimbatore,Celio,Linen,Bootcut,Stripes,XL,Summer,Black,2322.76,2601.4912,4162.38592,0,4162.39,12,4661.88,17-Aug-23,15-Dec-23,989,742
4534,Chrompet,Tommy Hilfiger,,Casual,Washed,M,Winter,Red,3204.17,3588.6704,5741.87264,5,5454.78,14,6218.45,07-Dec-23,05-Apr-24,793,595
4535,Coimbatore,Allen Solly,Denim,Slim,Plain,M,Autumn,Black,1424.31,1595.2272,2552.36352,50,1276.18,12,1429.32,21-Oct-23,18-Feb-24,462,346
4536,Chrompet,Zara,Denim,Formal,Plain,XXL,Autumn,Blue,2182.38,2444.2656,3910.82496,15,3324.2,12,3723.1,01-Mar-24,29-Jun-24,920,690
4537,Salem,Celio,Cotton,Casual,Solid,XXL,Spring,Grey,1224.71,1371.6752,2194.68032,30,1536.28,14,1751.36,11-Apr-24,09-Aug-24,368,276
4538,Coimbatore,Zara,Denim,Jogger,Plain,L,Autumn,Red,1708.86,1913.9232,3062.27712,50,1531.14,15,1760.81,30-Mar-24,28-Jul-24,408,306
4539,Madurai,Celio,Cotton,Bootcut,Stripes,XL,Autumn,Blue,3743.72,4192.9664,6708.74624,5,6373.31,16,7393.04,25-Nov-23,24-Mar-24,128,96
4540,Trichy,Celio,Cotton,Bootcut,Plain,XL,Autumn,Black,3648.07,4085.8384,6537.34144,35,4249.27,18,5014.14,25-Mar-24,23-Jul-24,979,734
4541,Madurai,Arrow,Denim,Slim,Stonewashed,M,Summer,Blue,1461.94,1637.3728,2619.79648,45,1440.89,12,1613.8,14-Mar-24,12-Jul-24,226,170
4542,Madurai,Allen Solly,Linen,Casual,Stripes,S,Winter,Red,1453.54,1627.9648,2604.74368,5,2474.51,14,2820.94,20-Jul-24,17-Nov-24,606,454
4543,Chrompet,Arrow,Denim,Slim,Plain,M,Autumn,Green,1397.61,1565.3232,2504.51712,35,1627.94,12,1823.29,30-Jun-24,28-Oct-24,477,358
4544,Trichy,Zara,Wool,Jogger,Washed,S,Spring,Green,1295.69,1451.1728,2321.87648,35,1509.22,12,1690.33,29-Feb-24,28-Jun-24,606,454
4545,Trichy,Polo,,Slim,Solid,XL,Autumn,Grey,3627.87,4063.2144,6501.14304,10,5851.03,18,6904.22,20-Mar-24,18-Jul-24,990,742
4546,Coimbatore,Tommy Hilfiger,Polyester,Slim,Solid,XXL,Summer,Blue,1729.38,1936.9056,3099.04896,10,2789.14,16,3235.4,28-Aug-23,26-Dec-23,252,189
4547,Trichy,Allen Solly,,Jogger,Washed,L,Autumn,Grey,3872.98,4337.7376,6940.38016,15,5899.32,14,6725.22,09-Jan-24,08-May-24,214,160
4548,Chrompet,Allen Solly,Wool,Bootcut,Plain,S,Summer,Green,1724.93,1931.9216,3091.07456,35,2009.2,18,2370.86,29-Jan-24,28-May-24,274,206
4549,Trichy,Arrow,Linen,Casual,Plain,S,Summer,Red,2896.85,3244.472,5191.1552,45,2855.14,16,3311.96,11-Apr-24,09-Aug-24,909,682
4550,Madurai,Allen Solly,,Casual,Washed,XL,Autumn,Blue,1587.76,1778.2912,2845.26592,50,1422.63,14,1621.8,03-Oct-23,31-Jan-24,525,394
4551,Salem,Arrow,Cotton,Slim,Stripes,L,Autumn,Grey,2228.09,2495.4608,3992.73728,50,1996.37,18,2355.72,09-Oct-23,06-Feb-24,916,687
4552,T.Nagar,Polo,Linen,Casual,Plain,XXL,Winter,Green,666.03,745.9536,1193.52576,45,656.44,14,748.34,13-Apr-24,11-Aug-24,169,127
4553,Madurai,Polo,Polyester,Slim,Stripes,XL,Autumn,Black,1210.34,1355.5808,2168.92928,45,1192.91,18,1407.63,07-Oct-23,04-Feb-24,316,237
4554,Chrompet,Celio,,Jogger,Stripes,L,Winter,Red,1228.7,1376.144,2201.8304,45,1211.01,16,1404.77,23-Jul-24,20-Nov-24,580,435
4555,Salem,Polo,Linen,Casual,Plain,L,Autumn,Green,2571.44,2880.0128,4608.02048,20,3686.42,12,4128.79,28-Jul-24,25-Nov-24,137,103
4556,Madurai,Tommy Hilfiger,Linen,Slim,Plain,M,Autumn,Black,1721.29,1927.8448,3084.55168,15,2621.87,16,3041.37,11-Jan-24,10-May-24,747,560
4557,Chrompet,Allen Solly,Polyester,Formal,Stripes,XL,Spring,Green,1220.8,1367.296,2187.6736,15,1859.52,16,2157.04,11-Jun-24,09-Oct-24,829,622
4558,Madurai,Allen Solly,Linen,Bootcut,Stonewashed,S,Summer,Grey,1639.65,1836.408,2938.2528,35,1909.86,16,2215.44,24-Mar-24,22-Jul-24,541,406
4559,Trichy,Allen Solly,Denim,Slim,Solid,XXL,Winter,Blue,1581.08,1770.8096,2833.29536,10,2549.97,12,2855.97,08-Oct-23,05-Feb-24,871,653
4560,Salem,Polo,,Slim,Stripes,XXL,Autumn,Blue,907.58,1016.4896,1626.38336,10,1463.75,12,1639.4,26-Oct-23,23-Feb-24,500,375
4561,Coimbatore,Celio,Linen,Slim,Plain,M,Summer,Green,2789.73,3124.4976,4999.19616,20,3999.36,15,4599.26,13-Sep-23,11-Jan-24,739,554
4562,Coimbatore,Polo,Denim,Slim,Plain,M,Summer,Black,2045.43,2290.8816,3665.41056,30,2565.79,15,2950.66,22-Mar-24,20-Jul-24,188,141
4563,Coimbatore,Tommy Hilfiger,Denim,Jogger,Plain,L,Autumn,Black,566.21,634.1552,1014.64832,0,1014.65,16,1176.99,13-Jul-24,10-Nov-24,959,719
4564,Chrompet,Polo,,Jogger,Plain,L,Summer,Black,3491.25,3910.2,6256.32,50,3128.16,15,3597.38,06-Mar-24,04-Jul-24,855,641
4565,Coimbatore,Arrow,Wool,Casual,Stripes,XXL,Autumn,Green,1105.73,1238.4176,1981.46816,40,1188.88,14,1355.32,20-Jul-24,17-Nov-24,953,715
4566,Trichy,Allen Solly,Cotton,Bootcut,Stonewashed,L,Autumn,Black,2387.39,2673.8768,4278.20288,35,2780.83,15,3197.95,17-Jul-24,14-Nov-24,281,211
4567,Chrompet,Zara,Linen,Formal,Stripes,L,Winter,Red,3805.41,4262.0592,6819.29472,45,3750.61,15,4313.2,03-Jul-24,31-Oct-24,587,440
4568,Madurai,Tommy Hilfiger,,Bootcut,Stripes,M,Spring,Grey,1872.27,2096.9424,3355.10784,40,2013.06,16,2335.15,05-Jul-24,02-Nov-24,228,171
4569,Trichy,Allen Solly,Cotton,Jogger,Stonewashed,M,Spring,Grey,831.74,931.5488,1490.47808,40,894.29,18,1055.26,14-Feb-24,13-Jun-24,860,645
4570,T.Nagar,Arrow,Polyester,Slim,Stonewashed,S,Winter,Green,2030.2,2273.824,3638.1184,25,2728.59,16,3165.16,30-May-24,27-Sep-24,338,254
4571,T.Nagar,Polo,Polyester,Casual,Plain,L,Spring,Red,3886.17,4352.5104,6964.01664,35,4526.61,16,5250.87,01-Aug-23,29-Nov-23,986,740
4572,Madurai,Tommy Hilfiger,Polyester,Slim,Washed,XXL,Winter,Green,2916.24,3266.1888,5225.90208,30,3658.13,14,4170.27,22-Apr-24,20-Aug-24,852,639
4573,Madurai,Tommy Hilfiger,Denim,Formal,Stonewashed,L,Autumn,Grey,1417.49,1587.5888,2540.14208,20,2032.11,15,2336.93,05-Nov-23,04-Mar-24,372,279
4574,Trichy,Zara,,Jogger,Stonewashed,L,Summer,Green,3304.15,3700.648,5921.0368,25,4440.78,18,5240.12,26-Apr-24,24-Aug-24,857,643
4575,Coimbatore,Tommy Hilfiger,Polyester,Jogger,Stonewashed,L,Winter,Grey,677.24,758.5088,1213.61408,35,788.85,14,899.29,28-Oct-23,25-Feb-24,943,707
4576,Madurai,Tommy Hilfiger,Denim,Casual,Stripes,M,Spring,Red,870.8,975.296,1560.4736,0,1560.47,16,1810.15,17-Dec-23,15-Apr-24,333,250
4577,Chrompet,Allen Solly,Wool,Casual,Stripes,M,Winter,Green,3277.56,3670.8672,5873.38752,50,2936.69,18,3465.29,15-Jul-24,12-Nov-24,244,183
4578,Chrompet,Arrow,Linen,Casual,Stripes,M,Autumn,Red,1157.62,1296.5344,2074.45504,25,1555.84,16,1804.77,03-Feb-24,02-Jun-24,547,410
4579,Coimbatore,Polo,Wool,Casual,Solid,XL,Winter,Black,1524.37,1707.2944,2731.67104,15,2321.92,12,2600.55,10-Feb-24,09-Jun-24,92,69
4580,Trichy,Polo,Denim,Formal,Plain,S,Winter,Red,1188.67,1331.3104,2130.09664,20,1704.08,15,1959.69,03-Sep-23,01-Jan-24,561,421
4581,Trichy,Arrow,Wool,Casual,Stripes,XL,Spring,Green,2877.78,3223.1136,5156.98176,20,4125.59,16,4785.68,09-Jan-24,08-May-24,743,557
4582,Salem,Arrow,Denim,Jogger,Stonewashed,XXL,Autumn,Grey,1453.48,1627.8976,2604.63616,40,1562.78,18,1844.08,20-Dec-23,18-Apr-24,663,497
4583,Trichy,Arrow,,Formal,Solid,XL,Autumn,Green,3803.57,4259.9984,6815.99744,10,6134.4,15,7054.56,11-Aug-23,09-Dec-23,993,745
